index,category,filename,start_second,end_second,,duration,,,glass,gun,scream
11,2, glass/0010.wav,55.286437,57.233406,,1.946969,,,,,
20,2, glass/0056.wav,105.307312,105.961281,,0.653969,,,,,
24,2, glass/0020.wav,125.34025,125.918219,,0.577969,,,,,
25,2, glass/0029.wav,131.516687,132.458656,,0.941969,,,,,
26,2, glass/0059.wav,137.470188,142.550156,,5.079968,,,,,
29,2, glass/0054.wav,157.181219,158.446188,,1.264969,,,,,
33,2, glass/0004.wav,178.622312,179.622281,,0.999969,,,,,
1,2, glass/0026.wav,3.781219,4.966188,,1.184969,,,,,
2,2, glass/0063.wav,9.763781,11.43575,,1.671969,,,,,
4,2, glass/0053.wav,21.0305,22.024469,,0.993969,,,,,
10,2, glass/0054.wav,53.39925,54.664219,,1.264969,,,,,
17,2, glass/0058.wav,89.341813,93.021781,,3.679968,,,,,
18,2, glass/0029.wav,96.385906,97.327875,,0.941969,,,,,
19,2, glass/0028.wav,103.0195,103.999469,,0.979969,,,,,
20,2, glass/0009.wav,108.683531,109.7375,,1.053969,,,,,
22,2, glass/0047.wav,120.639844,122.849812,,2.209968,,,,,
23,2, glass/0025.wav,127.353969,129.685937,,2.331968,,,,,
24,2, glass/0020.wav,135.134469,135.712437,,0.577968,,,,,
28,2, glass/0041.wav,160.052531,162.4625,,2.409969,,,,,
5,2, glass/0043.wav,24.83425,26.229219,,1.394969,,,,,
6,2, glass/0047.wav,30.826406,33.036375,,2.209969,,,,,
7,2, glass/0031.wav,37.057156,37.711125,,0.653969,,,,,
12,2, glass/0020.wav,63.814687,64.392656,,0.577969,,,,,
13,2, glass/0032.wav,69.956344,70.893312,,0.936968,,,,,
14,2, glass/0061.wav,76.187813,77.045781,,0.857968,,,,,
16,2, glass/0050.wav,85.337719,86.731688,,1.393969,,,,,
17,2, glass/0025.wav,92.142625,94.474594,,2.331969,,,,,
21,2, glass/0029.wav,116.567625,117.509594,,0.941969,,,,,
23,2, glass/0007.wav,126.101969,127.256938,,1.154969,,,,,
25,2, glass/0043.wav,135.735344,137.130313,,1.394969,,,,,
27,2, glass/0020.wav,147.362313,147.940281,,0.577968,,,,,
29,2, glass/0058.wav,157.730594,161.410562,,3.679968,,,,,
30,2, glass/0025.wav,165.582188,167.914156,,2.331968,,,,,
4,2, glass/0009.wav,18.256375,19.310344,,1.053969,,,,,
6,2, glass/0055.wav,29.178656,29.997625,,0.818969,,,,,
15,2, glass/0038.wav,77.393094,78.658062,,1.264968,,,,,
18,2, glass/0057.wav,93.831156,94.893125,,1.061969,,,,,
26,2, glass/0031.wav,136.214125,136.868094,,0.653969,,,,,
31,2, glass/0053.wav,161.859688,162.853656,,0.993968,,,,,
3,2, glass/0048.wav,17.003031,18.596,,1.592969,,,,,
7,2, glass/0003.wav,40.79,42.769969,,1.979969,,,,,
8,2, glass/0002.wav,46.567437,47.512406,,0.944969,,,,,
14,2, glass/0027.wav,76.552844,77.612813,,1.059969,,,,,
19,2, glass/0031.wav,104.662063,105.316031,,0.653968,,,,,
21,2, glass/0007.wav,116.023687,117.178656,,1.154969,,,,,
23,2, glass/0061.wav,129.160875,130.018844,,0.857969,,,,,
26,2, glass/0029.wav,145.224063,146.166031,,0.941968,,,,,
27,2, glass/0010.wav,150.113531,152.0605,,1.946969,,,,,
3,2, glass/0033.wav,14.745812,15.728781,,0.982969,,,,,
11,2, glass/0010.wav,56.14975,58.096719,,1.946969,,,,,
12,2, glass/0024.wav,62.924687,65.002656,,2.077969,,,,,
17,2, glass/0004.wav,91.573031,92.573,,0.999969,,,,,
18,2, glass/0054.wav,97.0335,98.298469,,1.264969,,,,,
22,2, glass/0013.wav,119.358625,120.318594,,0.959969,,,,,
24,2, glass/0024.wav,130.64675,132.724719,,2.077969,,,,,
27,2, glass/0018.wav,149.442313,150.432281,,0.989968,,,,,
28,2, glass/0024.wav,154.910438,156.988406,,2.077968,,,,,
31,2, glass/0028.wav,173.003531,173.9835,,0.979969,,,,,
2,2, glass/0048.wav,10.791125,12.384094,,1.592969,,,,,
4,2, glass/0026.wav,23.935625,25.120594,,1.184969,,,,,
6,2, glass/0006.wav,33.16375,33.973719,,0.809969,,,,,
9,2, glass/0019.wav,47.191531,48.3715,,1.179969,,,,,
10,2, glass/0034.wav,52.599969,54.519937,,1.919968,,,,,
13,2, glass/0019.wav,69.107094,70.287063,,1.179969,,,,,
14,2, glass/0009.wav,74.356094,75.410062,,1.053968,,,,,
20,2, glass/0029.wav,102.683094,103.625062,,0.941968,,,,,
24,2, glass/0011.wav,124.384187,125.137156,,0.752969,,,,,
33,2, glass/0056.wav,174.51225,175.166219,,0.653969,,,,,
3,2, glass/0004.wav,17.1695,18.169469,,0.999969,,,,,
5,2, glass/0019.wav,27.464562,28.644531,,1.179969,,,,,
17,2, glass/0018.wav,90.976125,91.966094,,0.989969,,,,,
19,2, glass/0029.wav,100.71275,101.654719,,0.941969,,,,,
21,2, glass/0038.wav,110.854719,112.119687,,1.264968,,,,,
23,2, glass/0053.wav,121.772594,122.766563,,0.993969,,,,,
24,2, glass/0056.wav,127.696406,128.350375,,0.653969,,,,,
30,2, glass/0027.wav,158.474344,159.534312,,1.059968,,,,,
31,2, glass/0025.wav,163.561531,165.8935,,2.331969,,,,,
33,2, glass/0050.wav,175.578906,176.972875,,1.393969,,,,,
1,2, glass/0028.wav,4.494719,5.474687,,0.979968,,,,,
3,2, glass/0061.wav,17.216625,18.074594,,0.857969,,,,,
5,2, glass/0002.wav,28.512094,29.457062,,0.944968,,,,,
6,2, glass/0047.wav,34.950344,37.160313,,2.209969,,,,,
7,2, glass/0054.wav,41.555875,42.820844,,1.264969,,,,,
12,2, glass/0006.wav,68.045812,68.855781,,0.809969,,,,,
14,2, glass/0014.wav,80.001063,85.451031,,5.449968,,,,,
16,2, glass/0031.wav,97.179625,97.833594,,0.653969,,,,,
17,2, glass/0018.wav,103.489125,104.479094,,0.989969,,,,,
21,2, glass/0047.wav,128.576469,130.786438,,2.209969,,,,,
27,2, glass/0055.wav,161.330344,162.149313,,0.818969,,,,,
5,2, glass/0048.wav,26.225938,27.818906,,1.592968,,,,,
6,2, glass/0058.wav,31.930937,35.610906,,3.679969,,,,,
7,2, glass/0006.wav,39.0215,39.831469,,0.809969,,,,,
11,2, glass/0055.wav,61.005156,61.824125,,0.818969,,,,,
18,2, glass/0058.wav,101.218469,104.898438,,3.679969,,,,,
26,2, glass/0012.wav,146.312,147.451969,,1.139969,,,,,
27,2, glass/0002.wav,152.921687,153.866656,,0.944969,,,,,
3,2, glass/0047.wav,13.337312,15.547281,,2.209969,,,,,
10,2, glass/0047.wav,51.882906,54.092875,,2.209969,,,,,
12,2, glass/0031.wav,63.678406,64.332375,,0.653969,,,,,
17,2, glass/0009.wav,89.017,90.070969,,1.053969,,,,,
20,2, glass/0020.wav,104.054094,104.632063,,0.577969,,,,,
21,2, glass/0038.wav,109.628313,110.893281,,1.264968,,,,,
25,2, glass/0005.wav,128.982313,129.762281,,0.779968,,,,,
27,2, glass/0014.wav,139.059687,144.509656,,5.449969,,,,,
31,2, glass/0040.wav,161.551406,163.226375,,1.674969,,,,,
34,2, glass/0043.wav,178.255063,179.650031,,1.394968,,,,,
3,2, glass/0028.wav,13.354,14.333969,,0.979969,,,,,
6,2, glass/0010.wav,31.594969,33.541938,,1.946969,,,,,
10,2, glass/0006.wav,54.568281,55.37825,,0.809969,,,,,
16,2, glass/0063.wav,85.6535,87.325469,,1.671969,,,,,
20,2, glass/0043.wav,107.86725,109.262219,,1.394969,,,,,
24,2, glass/0005.wav,128.832063,129.612031,,0.779968,,,,,
29,2, glass/0056.wav,155.436656,156.090625,,0.653969,,,,,
31,2, glass/0052.wav,166.084313,166.974281,,0.889968,,,,,
1,2, glass/0039.wav,4.65325,6.413219,,1.759969,,,,,
3,2, glass/0041.wav,15.920563,18.330531,,2.409968,,,,,
5,2, glass/0031.wav,26.770125,27.424094,,0.653969,,,,,
13,2, glass/0004.wav,70.305937,71.305906,,0.999969,,,,,
18,2, glass/0041.wav,92.765969,95.175938,,2.409969,,,,,
19,2, glass/0004.wav,99.010094,100.010063,,0.999969,,,,,
20,2, glass/0011.wav,103.453187,104.206156,,0.752969,,,,,
22,2, glass/0013.wav,116.164219,117.124188,,0.959969,,,,,
24,2, glass/0026.wav,127.717812,128.902781,,1.184969,,,,,
26,2, glass/0030.wav,139.486719,140.303687,,0.816968,,,,,
27,2, glass/0024.wav,145.394,147.471969,,2.077969,,,,,
30,2, glass/0038.wav,161.295813,162.560781,,1.264968,,,,,
31,2, glass/0009.wav,168.07,169.123969,,1.053969,,,,,
2,2, glass/0038.wav,11.1295,12.394469,,1.264969,,,,,
8,2, glass/0025.wav,43.576563,45.908531,,2.331968,,,,,
11,2, glass/0061.wav,62.09425,62.952219,,0.857969,,,,,
17,2, glass/0048.wav,94.303969,95.896938,,1.592969,,,,,
18,2, glass/0057.wav,100.232625,101.294594,,1.061969,,,,,
20,2, glass/0038.wav,110.550656,111.815625,,1.264969,,,,,
22,2, glass/0011.wav,121.954063,122.707031,,0.752968,,,,,
27,2, glass/0006.wav,148.074656,148.884625,,0.809969,,,,,
28,2, glass/0056.wav,152.211875,152.865844,,0.653969,,,,,
30,2, glass/0020.wav,161.766063,162.344031,,0.577968,,,,,
4,2, glass/0030.wav,20.853969,21.670938,,0.816969,,,,,
6,2, glass/0019.wav,32.04925,33.229219,,1.179969,,,,,
8,2, glass/0061.wav,44.030219,44.888188,,0.857969,,,,,
10,2, glass/0063.wav,53.763531,55.4355,,1.671969,,,,,
11,2, glass/0025.wav,59.18375,61.515719,,2.331969,,,,,
13,2, glass/0043.wav,69.909719,71.304688,,1.394969,,,,,
18,2, glass/0049.wav,97.615781,99.12275,,1.506969,,,,,
21,2, glass/0028.wav,112.474656,113.454625,,0.979969,,,,,
23,2, glass/0049.wav,124.527312,126.034281,,1.506969,,,,,
24,2, glass/0063.wav,129.351594,131.023562,,1.671968,,,,,
25,2, glass/0014.wav,135.485531,140.9355,,5.449969,,,,,
27,2, glass/0013.wav,150.486156,151.446125,,0.959969,,,,,
28,2, glass/0030.wav,155.368594,156.185563,,0.816969,,,,,
30,2, glass/0057.wav,163.989094,165.051063,,1.061969,,,,,
31,2, glass/0033.wav,168.364969,169.347938,,0.982969,,,,,
32,2, glass/0034.wav,174.16275,176.082719,,1.919969,,,,,
1,2, glass/0039.wav,4.550688,6.310656,,1.759968,,,,,
2,2, glass/0010.wav,11.939531,13.8865,,1.946969,,,,,
7,2, glass/0009.wav,39.006281,40.06025,,1.053969,,,,,
11,2, glass/0013.wav,61.865344,62.825313,,0.959969,,,,,
14,2, glass/0061.wav,77.26875,78.126719,,0.857969,,,,,
16,2, glass/0063.wav,89.919094,91.591063,,1.671969,,,,,
19,2, glass/0006.wav,107.312094,108.122062,,0.809968,,,,,
26,2, glass/0063.wav,147.672125,149.344094,,1.671969,,,,,
28,2, glass/0011.wav,158.463344,159.216312,,0.752968,,,,,
29,2, glass/0006.wav,162.603344,163.413312,,0.809968,,,,,
30,2, glass/0027.wav,167.304062,168.364031,,1.059969,,,,,
32,2, glass/0041.wav,179.044031,181.454,,2.409969,,,,,
3,2, glass/0031.wav,19.160688,19.814656,,0.653968,,,,,
5,2, glass/0055.wav,31.712156,32.531125,,0.818969,,,,,
10,2, glass/0019.wav,59.982656,61.162625,,1.179969,,,,,
11,2, glass/0003.wav,65.107031,67.087,,1.979969,,,,,
13,2, glass/0054.wav,77.000344,78.265312,,1.264968,,,,,
16,2, glass/0004.wav,92.935156,93.935125,,0.999969,,,,,
19,2, glass/0058.wav,109.380031,113.06,,3.679969,,,,,
20,2, glass/0039.wav,117.696406,119.456375,,1.759969,,,,,
21,2, glass/0034.wav,123.105094,125.025063,,1.919969,,,,,
23,2, glass/0049.wav,133.927562,135.434531,,1.506969,,,,,
25,2, glass/0014.wav,144.001094,149.451063,,5.449969,,,,,
1,2, glass/0011.wav,3.860313,4.613281,,0.752968,,,,,
4,2, glass/0031.wav,23.120219,23.774188,,0.653969,,,,,
5,2, glass/0063.wav,28.018313,29.690281,,1.671968,,,,,
8,2, glass/0007.wav,42.104656,43.259625,,1.154969,,,,,
9,2, glass/0010.wav,47.667969,49.614938,,1.946969,,,,,
13,2, glass/0055.wav,70.325438,71.144406,,0.818968,,,,,
16,2, glass/0002.wav,86.051406,86.996375,,0.944969,,,,,
19,2, glass/0054.wav,100.381719,101.646687,,1.264968,,,,,
22,2, glass/0058.wav,118.622062,122.302031,,3.679969,,,,,
26,2, glass/0003.wav,140.538219,142.518188,,1.979969,,,,,
27,2, glass/0011.wav,146.928687,147.681656,,0.752969,,,,,
28,2, glass/0008.wav,151.800219,152.771187,,0.970968,,,,,
5,2, glass/0052.wav,26.181906,27.071875,,0.889969,,,,,
6,2, glass/0049.wav,31.195344,32.702312,,1.506968,,,,,
12,2, glass/0050.wav,64.546031,65.94,,1.393969,,,,,
16,2, glass/0012.wav,89.009656,90.149625,,1.139969,,,,,
18,2, glass/0009.wav,100.749813,101.803781,,1.053968,,,,,
21,2, glass/0003.wav,117.091531,119.0715,,1.979969,,,,,
24,2, glass/0028.wav,133.905812,134.885781,,0.979969,,,,,
31,2, glass/0031.wav,174.692,175.345969,,0.653969,,,,,
32,2, glass/0029.wav,179.474375,180.416344,,0.941969,,,,,
1,2, glass/0048.wav,5.225281,6.81825,,1.592969,,,,,
2,2, glass/0028.wav,10.332531,11.3125,,0.979969,,,,,
4,2, glass/0034.wav,20.297187,22.217156,,1.919969,,,,,
7,2, glass/0027.wav,41.547688,42.607656,,1.059968,,,,,
8,2, glass/0039.wav,47.613844,49.373812,,1.759968,,,,,
10,2, glass/0011.wav,57.57725,58.330219,,0.752969,,,,,
12,2, glass/0029.wav,69.92675,70.868719,,0.941969,,,,,
13,2, glass/0012.wav,75.153781,76.29375,,1.139969,,,,,
14,2, glass/0029.wav,79.765938,80.707906,,0.941968,,,,,
21,2, glass/0011.wav,120.968875,121.721844,,0.752969,,,,,
32,2, glass/0020.wav,177.554844,178.132812,,0.577968,,,,,
5,2, glass/0031.wav,31.745906,32.399875,,0.653969,,,,,
7,2, glass/0053.wav,42.879438,43.873406,,0.993968,,,,,
8,2, glass/0005.wav,48.551625,49.331594,,0.779969,,,,,
11,2, glass/0026.wav,62.492188,63.677156,,1.184968,,,,,
12,2, glass/0058.wav,68.937781,72.61775,,3.679969,,,,,
16,2, glass/0024.wav,91.352531,93.4305,,2.077969,,,,,
17,2, glass/0039.wav,97.993031,99.753,,1.759969,,,,,
21,2, glass/0061.wav,121.106,121.963969,,0.857969,,,,,
25,2, glass/0032.wav,140.998594,141.935563,,0.936969,,,,,
26,2, glass/0012.wav,147.541375,148.681344,,1.139969,,,,,
5,2, glass/0005.wav,24.837594,25.617562,,0.779968,,,,,
7,2, glass/0040.wav,35.143813,36.818781,,1.674968,,,,,
11,2, glass/0018.wav,54.591,55.580969,,0.989969,,,,,
16,2, glass/0003.wav,80.258969,82.238938,,1.979969,,,,,
17,2, glass/0054.wav,87.291344,88.556313,,1.264969,,,,,
18,2, glass/0052.wav,92.435625,93.325594,,0.889969,,,,,
19,2, glass/0057.wav,98.911438,99.973406,,1.061968,,,,,
20,2, glass/0034.wav,104.310344,106.230312,,1.919968,,,,,
21,2, glass/0033.wav,110.369313,111.352281,,0.982968,,,,,
23,2, glass/0031.wav,121.413656,122.067625,,0.653969,,,,,
28,2, glass/0013.wav,145.349594,146.309562,,0.959968,,,,,
29,2, glass/0055.wav,149.822188,150.641156,,0.818968,,,,,
31,2, glass/0052.wav,159.457562,160.347531,,0.889969,,,,,
1,2, glass/0003.wav,3.780438,5.760406,,1.979968,,,,,
2,2, glass/0018.wav,10.882812,11.872781,,0.989969,,,,,
6,2, glass/0029.wav,31.943906,32.885875,,0.941969,,,,,
10,2, glass/0039.wav,52.650813,54.410781,,1.759968,,,,,
22,2, glass/0028.wav,117.354,118.333969,,0.979969,,,,,
24,2, glass/0063.wav,128.941625,130.613594,,1.671969,,,,,
27,2, glass/0002.wav,148.9785,149.923469,,0.944969,,,,,
2,2, glass/0025.wav,9.912906,12.244875,,2.331969,,,,,
5,2, glass/0008.wav,27.632219,28.603188,,0.970969,,,,,
6,2, glass/0002.wav,32.299375,33.244344,,0.944969,,,,,
7,2, glass/0034.wav,38.752875,40.672844,,1.919969,,,,,
8,2, glass/0054.wav,45.350906,46.615875,,1.264969,,,,,
13,2, glass/0058.wav,73.3115,76.991469,,3.679969,,,,,
14,2, glass/0061.wav,81.051438,81.909406,,0.857968,,,,,
15,2, glass/0041.wav,86.357812,88.767781,,2.409969,,,,,
17,2, glass/0061.wav,96.70425,97.562219,,0.857969,,,,,
18,2, glass/0055.wav,102.530375,103.349344,,0.818969,,,,,
21,2, glass/0052.wav,118.351625,119.241594,,0.889969,,,,,
23,2, glass/0054.wav,129.886875,131.151844,,1.264969,,,,,
24,2, glass/0024.wav,134.678875,136.756844,,2.077969,,,,,
25,2, glass/0052.wav,140.40475,141.294719,,0.889969,,,,,
26,2, glass/0025.wav,146.128781,148.46075,,2.331969,,,,,
27,2, glass/0056.wav,152.858844,153.512812,,0.653968,,,,,
32,2, glass/0041.wav,177.707219,180.117188,,2.409969,,,,,
2,2, glass/0012.wav,10.303656,11.443625,,1.139969,,,,,
3,2, glass/0033.wav,16.040312,17.023281,,0.982969,,,,,
5,2, glass/0007.wav,26.416,27.570969,,1.154969,,,,,
6,2, glass/0019.wav,31.251875,32.431844,,1.179969,,,,,
7,2, glass/0002.wav,37.905406,38.850375,,0.944969,,,,,
9,2, glass/0004.wav,48.984094,49.984063,,0.999969,,,,,
10,2, glass/0004.wav,54.473531,55.4735,,0.999969,,,,,
11,2, glass/0024.wav,60.401031,62.479,,2.077969,,,,,
15,2, glass/0014.wav,81.442406,86.892375,,5.449969,,,,,
22,2, glass/0040.wav,124.672094,126.347063,,1.674969,,,,,
24,2, glass/0049.wav,136.634813,138.141781,,1.506968,,,,,
1,2, glass/0026.wav,3.57725,4.762219,,1.184969,,,,,
2,2, glass/0048.wav,9.203906,10.796875,,1.592969,,,,,
3,2, glass/0048.wav,16.123469,17.716438,,1.592969,,,,,
4,2, glass/0050.wav,22.953719,24.347687,,1.393968,,,,,
8,2, glass/0008.wav,44.036437,45.007406,,0.970969,,,,,
10,2, glass/0031.wav,54.309937,54.963906,,0.653969,,,,,
11,2, glass/0031.wav,60.648125,61.302094,,0.653969,,,,,
13,2, glass/0019.wav,71.660469,72.840437,,1.179968,,,,,
14,2, glass/0031.wav,76.287875,76.941844,,0.653969,,,,,
16,2, glass/0004.wav,86.540437,87.540406,,0.999969,,,,,
19,2, glass/0030.wav,103.642906,104.459875,,0.816969,,,,,
20,2, glass/0027.wav,109.005469,110.065438,,1.059969,,,,,
21,2, glass/0053.wav,114.509062,115.503031,,0.993969,,,,,
23,2, glass/0043.wav,124.941187,126.336156,,1.394969,,,,,
24,2, glass/0011.wav,129.94875,130.701719,,0.752969,,,,,
30,2, glass/0039.wav,157.241813,159.001781,,1.759968,,,,,
31,2, glass/0039.wav,163.132313,164.892281,,1.759968,,,,,
33,2, glass/0006.wav,173.965344,174.775313,,0.809969,,,,,
34,2, glass/0034.wav,179.145594,181.065562,,1.919968,,,,,
1,2, glass/0043.wav,4.130375,5.525344,,1.394969,,,,,
2,2, glass/0010.wav,10.188031,12.135,,1.946969,,,,,
3,2, glass/0048.wav,16.571875,18.164844,,1.592969,,,,,
4,2, glass/0010.wav,23.611344,25.558312,,1.946968,,,,,
5,2, glass/0031.wav,30.417813,31.071781,,0.653968,,,,,
6,2, glass/0024.wav,35.123656,37.201625,,2.077969,,,,,
7,3, gunshots/0077.wav,37.382438,37.700375,,0.317937,,,,,
8,3, gunshots/0102.wav,42.536687,42.963656,,0.426969,,,,,
14,3, gunshots/0109.wav,77.342,77.814969,,0.472969,,,,,
15,3, gunshots/0114.wav,81.385281,81.69925,,0.313969,,,,,
17,3, gunshots/0098.wav,93.365469,93.795438,,0.429969,,,,,
21,3, gunshots/0091.wav,115.090344,115.473313,,0.382969,,,,,
23,3, gunshots/0076.wav,125.355437,125.629406,,0.273969,,,,,
32,3, gunshots/0039.wav,174.368906,174.700875,,0.331969,,,,,
5,3, gunshots/0116.wav,24.367531,24.7275,,0.359969,,,,,
6,3, gunshots/0121.wav,28.156719,28.471688,,0.314969,,,,,
14,3, gunshots/0091.wav,71.967906,72.350875,,0.382969,,,,,
17,3, gunshots/0125.wav,89.238844,89.575812,,0.336968,,,,,
18,3, gunshots/0139.wav,95.195375,95.510344,,0.314969,,,,,
21,3, gunshots/0057.wav,111.720719,112.701688,,0.980969,,,,,
26,3, gunshots/0079.wav,138.992094,139.468063,,0.475969,,,,,
29,3, gunshots/0096.wav,155.286812,155.713781,,0.426969,,,,,
30,3, gunshots/0042.wav,159.8375,160.126469,,0.288969,,,,,
33,3, gunshots/0123.wav,176.23875,176.553719,,0.314969,,,,,
2,3, gunshots/0033.wav,16.691063,17.239031,,0.547968,,,,,
5,3, gunshots/0070.wav,35.966,36.384969,,0.418969,,,,,
9,3, gunshots/0071.wav,57.819656,58.281625,,0.461969,,,,,
12,3, gunshots/0095.wav,73.598219,74.027187,,0.428968,,,,,
14,3, gunshots/0122.wav,84.864187,85.201156,,0.336969,,,,,
18,3, gunshots/0006.wav,104.613375,105.426344,,0.812969,,,,,
21,3, gunshots/0061.wav,120.058437,120.520406,,0.461969,,,,,
22,3, gunshots/0066.wav,124.323594,124.704562,,0.380968,,,,,
24,3, gunshots/0009.wav,134.999313,135.559281,,0.559968,,,,,
26,3, gunshots/0081.wav,144.349312,144.922281,,0.572969,,,,,
29,3, gunshots/0104.wav,163.437844,163.820812,,0.382968,,,,,
6,3, gunshots/0066.wav,38.148844,38.529812,,0.380968,,,,,
9,3, gunshots/0025.wav,53.615156,54.397125,,0.781969,,,,,
11,3, gunshots/0030.wav,65.665031,66.003,,0.337969,,,,,
14,3, gunshots/0003.wav,81.645687,82.395656,,0.749969,,,,,
16,3, gunshots/0020.wav,92.095281,92.75525,,0.659969,,,,,
19,3, gunshots/0144.wav,107.517,107.853969,,0.336969,,,,,
24,3, gunshots/0158.wav,130.874937,131.319906,,0.444969,,,,,
30,3, gunshots/0067.wav,162.99425,163.571219,,0.576969,,,,,
31,3, gunshots/0003.wav,168.660188,169.410156,,0.749968,,,,,
32,3, gunshots/0026.wav,174.151688,174.887656,,0.735968,,,,,
33,3, gunshots/0018.wav,178.873219,179.555187,,0.681968,,,,,
2,3, gunshots/0041.wav,10.284125,10.630094,,0.345969,,,,,
5,3, gunshots/0126.wav,25.410875,25.680844,,0.269969,,,,,
7,3, gunshots/0026.wav,34.078656,34.814625,,0.735969,,,,,
8,3, gunshots/0001.wav,39.287375,39.953344,,0.665969,,,,,
9,3, gunshots/0026.wav,45.342281,46.07825,,0.735969,,,,,
11,3, gunshots/0081.wav,55.54625,56.119219,,0.572969,,,,,
18,3, gunshots/0103.wav,99.939562,100.298531,,0.358969,,,,,
20,3, gunshots/0088.wav,108.903063,109.243031,,0.339968,,,,,
24,3, gunshots/0061.wav,131.893281,132.35525,,0.461969,,,,,
28,3, gunshots/0079.wav,152.742625,153.218594,,0.475969,,,,,
30,3, gunshots/0056.wav,162.217344,162.506313,,0.288969,,,,,
31,3, gunshots/0102.wav,168.069187,168.496156,,0.426969,,,,,
32,3, gunshots/0124.wav,174.011625,174.304594,,0.292969,,,,,
2,3, gunshots/0109.wav,11.677875,12.150844,,0.472969,,,,,
4,3, gunshots/0006.wav,22.067219,22.880188,,0.812969,,,,,
7,3, gunshots/0147.wav,40.06175,40.443719,,0.381969,,,,,
9,3, gunshots/0139.wav,51.754438,52.069406,,0.314968,,,,,
11,3, gunshots/0070.wav,64.69225,65.111219,,0.418969,,,,,
16,3, gunshots/0016.wav,91.918531,92.3685,,0.449969,,,,,
22,3, gunshots/0007.wav,124.308813,125.145781,,0.836968,,,,,
26,3, gunshots/0003.wav,148.414938,149.164906,,0.749968,,,,,
28,3, gunshots/0088.wav,160.276125,160.616094,,0.339969,,,,,
29,3, gunshots/0124.wav,165.898375,166.191344,,0.292969,,,,,
30,3, gunshots/0019.wav,170.73325,171.335219,,0.601969,,,,,
31,3, gunshots/0095.wav,175.739344,176.168313,,0.428969,,,,,
1,3, gunshots/0077.wav,5.049062,5.367,,0.317938,,,,,
2,3, gunshots/0114.wav,9.643125,9.957094,,0.313969,,,,,
11,3, gunshots/0049.wav,55.144031,55.534,,0.389969,,,,,
12,3, gunshots/0123.wav,61.043719,61.358688,,0.314969,,,,,
19,3, gunshots/0081.wav,96.498937,97.071906,,0.572969,,,,,
23,3, gunshots/0027.wav,121.668219,122.029188,,0.360969,,,,,
32,3, gunshots/0124.wav,175.898531,176.1915,,0.292969,,,,,
33,3, gunshots/0130.wav,179.983281,180.34325,,0.359969,,,,,
1,3, gunshots/0135.wav,3.454563,3.791531,,0.336968,,,,,
9,3, gunshots/0086.wav,52.114844,52.629812,,0.514968,,,,,
10,3, gunshots/0099.wav,56.514063,56.963031,,0.448968,,,,,
11,3, gunshots/0016.wav,62.338781,62.78875,,0.449969,,,,,
20,3, gunshots/0067.wav,109.46525,110.042219,,0.576969,,,,,
23,3, gunshots/0072.wav,126.396812,126.872781,,0.475969,,,,,
24,3, gunshots/0151.wav,131.297469,131.746438,,0.448969,,,,,
25,3, gunshots/0140.wav,135.354562,135.713531,,0.358969,,,,,
26,3, gunshots/0006.wav,139.734062,140.547031,,0.812969,,,,,
27,3, gunshots/0126.wav,146.164031,146.434,,0.269969,,,,,
28,3, gunshots/0121.wav,150.4165,150.731469,,0.314969,,,,,
3,3, gunshots/0027.wav,16.135625,16.496594,,0.360969,,,,,
5,3, gunshots/0016.wav,27.757219,28.207187,,0.449968,,,,,
9,3, gunshots/0020.wav,50.85575,51.515719,,0.659969,,,,,
14,3, gunshots/0008.wav,80.349656,81.144625,,0.794969,,,,,
18,3, gunshots/0118.wav,106.116281,106.43125,,0.314969,,,,,
20,3, gunshots/0039.wav,117.831063,118.163031,,0.331968,,,,,
21,3, gunshots/0072.wav,123.688625,124.164594,,0.475969,,,,,
23,3, gunshots/0058.wav,135.015938,135.375906,,0.359968,,,,,
25,3, gunshots/0110.wav,143.0335,143.370469,,0.336969,,,,,
29,3, gunshots/0048.wav,163.982969,164.357937,,0.374968,,,,,
5,3, gunshots/0104.wav,25.703656,26.086625,,0.382969,,,,,
6,3, gunshots/0016.wav,29.601375,30.051344,,0.449969,,,,,
8,3, gunshots/0025.wav,40.351719,41.133688,,0.781969,,,,,
12,3, gunshots/0079.wav,63.886125,64.362094,,0.475969,,,,,
13,3, gunshots/0037.wav,69.326719,69.643687,,0.316968,,,,,
14,3, gunshots/0004.wav,73.449187,74.064156,,0.614969,,,,,
15,3, gunshots/0025.wav,77.885625,78.667594,,0.781969,,,,,
17,3, gunshots/0049.wav,89.986844,90.376812,,0.389968,,,,,
20,3, gunshots/0096.wav,105.239406,105.666375,,0.426969,,,,,
24,3, gunshots/0041.wav,127.738719,128.084688,,0.345969,,,,,
25,3, gunshots/0025.wav,131.4075,132.189469,,0.781969,,,,,
30,3, gunshots/0053.wav,161.899094,162.346031,,0.446937,,,,,
31,3, gunshots/0144.wav,166.2385,166.575469,,0.336969,,,,,
33,3, gunshots/0058.wav,178.968094,179.328062,,0.359968,,,,,
1,3, gunshots/0062.wav,5.047531,5.494469,,0.446938,,,,,
3,3, gunshots/0091.wav,14.010531,14.3935,,0.382969,,,,,
4,3, gunshots/0023.wav,18.798562,19.568531,,0.769969,,,,,
9,3, gunshots/0062.wav,47.688531,48.135469,,0.446938,,,,,
19,3, gunshots/0057.wav,107.512187,108.493156,,0.980969,,,,,
